v2paid,country_text_id,v2paenname,v2paorname,v2pashname,aliases,year,v2pariglef,v2pariglef_ord,v2xpa_antiplural,v2xpa_popul
2349,GEO,Christian Democratic Movement,Georgian: ქრისტიანულ-დემოკრატიული მოძრაობა,KDM,CD | Christian Democratic Movement | Christian-Democratic Movement | KDM | K’ristianul-Demokratiuli Modzraoba | k'ristianul-demokratiuli modzraoba | k’ristianul-demokratiuli modzraoba | ქრისტიანულ-დემოკრატიული მოძრაობა,2008,0.826,4.0,0.325,0.458
2988,GEO,Georgian Dream – Democratic Georgia,Georgian: ქართული ოცნება – დემოკრატიული საქართველო,GD,Bidzina Ivanishvili - Georgian Dream | Bidzina Ivanishvili - Kartuli Otsneba | GD | GD-DG | Georgian Dream | Georgian Dream - Democratic Georgia | Georgian Dream - Democratic Georgia Coalition | Georgian Dream – Democratic Georgia | Georgian Dream — Democratic Georgia | K'art'uli Ots'neba - Demokratiuli Sak'art'velo | KODS | K’art’uli ots’neba – demokratiuli Sak’art’velo | K’art’uli ots’neba — demokratiuli Sak’art’velo | ქართული ოცნება–დემოკრატიული საქართველო,2016,-0.362,3.0,0.586,0.31
6114,GEO,Alliance of Patriots of Georgia,Georgian: საქართველოს პატრიოტთა ალიანსი,APG,APG | Alliance of Patriots of Georgia | Sak'art'velos Patriotta Aliansi | საქართველოს პატრიოტთა ალიანსი,2016,-0.085,3.0,0.828,0.828
7090,GEO,Rightist Opposition,Georgian: მემარჯვენე ოპოზიცია,MO,MO | RO | Right Opposition | Rightist Opposition,2004,1.727,5.0,0.211,0.433
93539,GEO,alliance: United Opposition (National Council/Rights),,United Oppos...,,2008,0.071,3.0,0.273,0.795
2311,GHA,National Democratic Congress,,NDC,NA | NDC | National Democratic Alliance | National Democratic Congress,2016,-0.972,2.0,0.233,0.621
2312,GHA,New Patriotic Party,,NPP,"NA | NPP | National Patriotic Party | New Patriotic Party | New Patriotic Party, NPP",2016,0.765,4.0,0.265,0.287
4837,GHA,People's National Party,,PNP,PNP | People's National Party,1979,-1.008,2.0,0.255,0.531
4838,GHA,Popular Front Party,,PFP,PFP | Popular Front Party,1979,0.983,4.0,0.306,0.248
4839,GHA,United National Convention,,UNC,UNC | United National Convention,1979,0.135,3.0,0.188,0.373
4840,GHA,Action Congress Party,,ACP,ACN | ACP | Action Congress Party | Action Congress of Nigeria | NA,1979,-0.688,2.0,0.132,0.537
4842,GHA,National Convention Party,,NCP,NCP | National Convention Party,1992,-1.868,1.0,0.555,0.548
4063,GIN,Rally of the People of Guinea Rainbow,Rally of the Guinean People,RPG,RPG | RPG AR | Rally for the Guinean People | Rally of the Guinean People | Rally of the People of Guinea Rainbow | Rassemblement du Peuple de Guinée | Rassemblement du Peuple de Guinée Arc-en-Ciel,2013,1.853,5.0,0.954,0.623
4274,GIN,Union of Democratic Forces of Guinea,,UFDG,UFDG | Union des Forces Démocratiques de Guinée | Union des forces démocratiques de Guinée | Union of Democratic Forces of Guinea,2013,-3.265,1.0,0.898,0.799
4275,GIN,Union of Republican Forces,,UFR,L'Union des Forces Républicaines | UFR | Union des Forces Républicaines | Union of Republican Forces,2013,-1.834,1.0,0.772,0.773
4276,GIN,Union for Progress and Renewal,,UPR,PRP | Party for Renewal and Progress | Renewal and Progress | UPR | Union for Progress and Renewal | Union pour le Progrès et le Renouveau,2002,-1.829,1.0,0.76,0.782
4737,GIN,Democratic Party of Guinea – African Democratic Rally,,RDA,Democratic Party | Democratic Party of Guinea | Democratic Party of Guinea – African Democratic Rally | Democratic Party of Guinea-African Democratic Rally | PDG | PDG-RDA | PDG/RDA | Parti Démocratique de Guinée / Ahmed Sekou Touré | Parti Démocratique de Guinée-Rassemblement Démocratique Africain | RDA,1980,-1.012,2.0,0.999,0.847
5600,GIN,Union for a New Republic,,UNR,UNR | Union for New Republic | Union for a New Republic | Union for the New Republic,1995,-1.87,1.0,0.755,0.791
5780,GIN,Unity and Progress Party,,PUP,PUP | Parti de l'Unité et du Progrès | Party of Unity and Progress | Unity and Progress Party,2002,1.09,4.0,0.981,0.63
3715,GMB,United Democratic Party,,UDP,UDP | United Democratic | United Democratic Party,2017,0.333,3.0,0.152,0.158
3716,GMB,Alliance for Patriotic Reorientation and Construction,,APRC,APRC | Alliance for Patriotic Reorientation and Construction,2017,0.794,4.0,0.937,0.325
3717,GMB,National Reconciliation Party,,NRP,NRP | National Reconciliation Party | National Reconcilitation Party,2017,0.242,3.0,0.14,0.296
3718,GMB,People's Democratic Organisation for Independence and Socialism,,PDOIS,Independence and Socialism | PDOIS | People's Democratic Organisation for Independence and Socialism | People's Democratic Organization for Independence and Socialism,2017,-2.352,1.0,0.023,0.358
5082,GMB,National Convention Party,,NCP,NCP | National Convention Party,1992,0.233,3.0,0.23,0.155
5083,GMB,United Party,,UP,UP | United Party,1972,0.221,3.0,0.223,0.271
5084,GMB,People's Progressive Party,,PPP,PPP | People's Progressive Party,2007,0.165,3.0,0.167,0.105
5954,GMB,Gambia Democratic Congress,,GDC,GDC | Gambia Democratic Congress,2017,0.221,3.0,0.15,0.155
6215,GMB,Gambian People's Party,,Gpp,GPP | Gambian People's Party | Gpp,1992,0.236,3.0,0.217,0.188
4235,GNB,Resistance of Guinea-Bissau-Bafatá Movement,,RGB,RGB | RGB-MB | Resistance | Resistance of Guinea-Bissau-Bafata Movement | Resistance of Guinea-Bissau-Bafatá Movement | Resistência da Guiné-Bissau - Movimento Bafatá,1999,0.098,3.0,0.414,0.601
4236,GNB,Social Renewal Party,,PRS,PRS | Partido da Renovaçao Social | Party For Social Renewal | Party for Social Renewal | Social Renewal Party | Social Renovation,2019,-1.045,2.0,0.373,0.606
4237,GNB,African Party for the Independence of Guinea and Cape Verde,,PAIGC,African Party | African Party for the Independence of Guinea and Cape Verde | African Party for the Independence of Guinea-Bissau and Cape Verde | PAIGC | Partido Africano da Independência de Guiné e Cabo Verde | Partido Africano para a Independência da Guiné e Cabo Verde,2019,-0.729,2.0,0.75,0.418
4238,GNB,United Social Democratic Party,,PUSD,PUSD | Partido Unido Social Democrático | Social Democratic Party | United Social Democratic Party,2004,1.775,5.0,0.326,0.594
5158,GNB,Republican Party for Independence and Development,,PRID,PRID | Partido Republicano para a Independência e Desenvolvimento | Party for Independence for Development | Republican Party for Independence and Development,2008,1.771,5.0,0.334,0.589
5915,GNB,Union for Change,,UM,UM | Union for Change | União para a Mudança,1994,1.802,5.0,0.33,0.477
7559,GNB,Assembly of the People United–Democratic Party of Guinea-Bissau,,APU-PDGB,APU-PDGB | Assembly of the People United | Assembly of the People United–Democratic Party of Guinea-Bissau,2019,-0.566,2.0,0.341,0.504
7901,GNB,Madem G15,,Madem,MADEM | Madem | Madem G-15 | Madem G15 | Madem-G15 | Movimento Para Alternância Democrâtica,2019,1.806,5.0,0.345,0.541
3821,GNQ,Convergence for Social Democracy,,CPDS,CPDS | CSD | CSDP | Convergence for Social Democracy | Convergencia Para la Democracia Social | Convergencia Socialdemocráta Popular | Convergencia para la Democracia Social | Social Democratic People Convention,2013,-0.687,2.0,0.172,0.82
3824,GNQ,Democratic Party of Equatorial Guinea,,PDGE,Democratic | Democratic Party of Equatorial Guinea | Democratic Party of Equatorial Guinea Party | PDGE | Partido Democratico Guinea Ecuatorial | Partido Democrático de Guinea Ecuatorial,2017,2.343,5.0,0.999,0.073
3826,GNQ,Liberal Party,,PL,Liberal Party | PL | Partido Liberal,1993,0.494,3.0,0.319,0.333
3827,GNQ,Social Democratic Union,,UDS,Democracy and Social Union | Social Democracy | Social Democratic Union | UDS | Unión Demócrata Social,1993,0.678,4.0,0.296,0.453
6064,GNQ,Popular Union of Equatorial Guinea,,UP,Popular Union | Popular Union of Equatorial Guinea | UP | Unión Popular de Guinea Ecuatorial,1999,1.144,4.0,0.188,0.662
6367,GNQ,Worker’s National United Party,,PUNT,PUNT | Partido Único Nacional de los Trabajadores | United National Workers' Party | Worker’s National United Party,1973,-2.018,1.0,1.0,0.085
8040,GNQ,Citizens for Innovation,,CI,CI | Citizens for Innovation,2017,1.635,4.0,0.561,0.404
48,GRC,Communist Party of Greece,,KKE,Communist Party of Greece | Communist Party of Greece (exterior) | Communist Party of the Interior | Comnunist Party of Greece | Enieon Metopon | KKE | KKE (Communist party) | KKE Exterior | KKE-es | KKEes | Komma Ton Eleftherofronon | Kommonounistiko Komma Hellados | Kommounistiko Komma Elladas | Kommounistiko Komma Elladas/(KKE) | Kommounistikon Komma Elladas - KKE | Kommounistikó Kómma Elládas | Kommunistiko Koma Ellados | Pallaikon Metopon | People's Front | United Front (Greek Communist Party) | Κομμουνιστικό Κόμμα Ελλάδας | Κομμουνιστικό Κόμμα Ελλάδας (ΚΚΕ),2019,-3.499,0.0,0.59,0.927
82,GRC,Union of the Democratic Centre,,EDIK,CU | Centre Union | Centre Union-New Force-Union | Centre Union-New Forces | DCU | Democratic Centre Union | EDIK | Enosi Dimokratikou Kentrou | Enosi Kentrou-Nees Dinamis | Enosis Dimokratikou Kentrou | Enosis Dimokratikou Kentrou - EDIK | KP / EPEN / EDIK | Komma Proodevtikon / Ethniki Politiki Enossis / Enosi Dimokratikou Kentrou | Union of Democratic Center | Union of the Democratic Centre | Ένωση Δημοκρατικού Κέντρου,1977,0.043,3.0,0.076,0.423
301,GRC,Coalition of the Radical Left,Greek: Συνασπισμός Ριζοσπαστικής Αριστεράς,SYRIZA,"Coalition of Radical Left | Coalition of the Left and Progress; Coalition of the Radical Left | Coalition of the Left, Movements, and Ecology | Coalition of the Radical Left | Coalition of the Radical Left (SYN, AKOA, DEA, KEDA, Active Citizens) | Coalition of the Radical Left - SYRIZA | Coalition of the Radical Left - United Social Front (SyRiZa) | Coalition of the Radical Left/SYRIZA | SYN | SYN/SYRIZA | SYRIZA | Synaspismos Rizospastikis Aristeras | Synaspismos Rizospastikis Aristeras-Syriza | Synaspismos tis Rizospastikis Aristeras | Synaspismós Rizospastikís Aristerás | Synaspismós Rizospastikís Aristerás/SYRIZA | Synaspismós tïs Aristerás kai tïs Proódou; Synaspismó’s Rizospastikís Aristerás | Syriza | Syriza - The Coalition of the Radical Left | Syriza Enotiko Koinoniko Metopo | Syriza Unionist Social Front | The Coalition of the Radical Left | ΣΥΡΙΖΑ | Συνασπισμός Ριζοσπαστικής Αριστεράς | Συνασπισμός Ριζοσπαστικής Αριστεράς (ΣΥΡΙΖΑ) | Συνασπισμός Ριζοσπαστικής Αριστεράς – Προοδευτική Συμμαχία Sinaspismós",2019,-1.352,2.0,0.432,0.906
516,GRC,Coalition of the Left,,SYN,"AER | Coalition of the Left | Coalition of the Left and Progress | Coalition of the Left of Movements and Ecology | Coalition of the Left, of Movements and Ecology | Coalition of the Left, the Movements and the Ecology | Coalition of the Radical Left | Elleniki Aristera - EAR | Elliniki Aristera | GL | Greek Left | Left Progressive Alliance/(KKI) | Progressive Left Coalition | SAP | SYN | SYN (Left Wing Coalition) | SYN / NAR | SYRIZA | Synapismos Aristeras kai tis Proodou/(KKI) | Synaspismos | Synaspismos - The Coalition of the Left | Synaspismos tis Aristeras | Synaspismos tis Aristeras Kai tis Proodou | Synaspismos tis Aristeras kai tis Proodou | Synaspismos tis Aristeras kai tis Proodou / Neo Aristero Revma | Synaspismos tis aristeras kai tis proodou | Synaspismós | Synaspismós tis Aristerás | Synaspismós tīs Aristerás | Synaspismós tīs Aristerás tōn Kinīmátōn kai tīs Oikologías | Συνασπισμός Ριζοσπαστικής Αριστεράς | Συνασπισμός της Αριστεράς των Κινημάτων και της Οικολογίας",1996,-1.702,1.0,0.137,0.467
794,GRC,New Democracy,,ND,ND | ND (New Democracy) | ND/ΝΔ | Nea Democratia | Nea Dimokratia | New Democracy | Néa Dimokratía | Néa Ðimokratía | Néa Đimokratía | Νέα Δημοκρατία | Νέα Δημοκρατία (ΝΔ),2019,1.232,4.0,0.129,0.149
943,GRC,National Alignment,,EP,EP | Ethniki Parataxi | Ethniki Parataxis | National Alignment | National Front,1977,2.024,5.0,0.847,0.408
965,GRC,Popular Orthodox Rally,,LAOS,LA.O.S | LAOS | LAOS (Popular Orthodox Party) | LAOS + PATRIE | La.O.S | Laikos Orthodoxos Synagermos | Laikós Orthódoxos Synagermós | Laïkós Orthódoxos Synagermós | Laïkós Orthódoxos Synagermós + PATRIE | POR | Popular Orthodox Rally | Popular Orthodox Rally + Patriotic Radical Union | Λαϊκός Ορθόδοξος Συναγερμός | Λαϊκός Ορθόδοξος Συναγερμός- Γ. Καρατζαφέρης (ΛΑΟΣ),2009,1.278,4.0,0.927,0.823
1160,GRC,Democratic Left,,DIMAR,DIMAR | Democratic Left | Democratic Left (DIMAR) | Dimar | Dimokratiki Aristera | Δημοκρατική Αριστερά | Δημοκρατική Αριστερά (ΔΗΜ.ΑΡ.) | Δημοκρατική Αριστερά (ΔΗΜΑΡ),2012,-0.763,2.0,0.039,0.487
1468,GRC,Panhellenic Socialist Movement,,PASOK,PASOK | PASOK (Panhellenic Socialist Movement) | PASOK (until 2015) | PASOK – Movement for Change | PASOK-KINAL | PASOK/ΠΑΣΟΚ | Pan Hellenic Socialist Movement | Pan-Hellenic Movement | Pan-Hellenic Socialist Movement | Panellenio Sosialistiko Kinema | Panellinio Socialistiko Kinima | Panellinio Sosialistiko Kinima | Panellinio Sosialistikó Kínima | Panhellenic Socialist Movement | PanhellenicSocialistMovement | Panhellinio Socialistiko Kinema - PASOK | Panhellinio Sosialistiko Kinema | Political Spring | Politiki Anixi | ΠΑΣΟΚ - Ελιά - Δημοκρατική Παράταξη | ΠΑΣΟΚ – Κίνημα Αλλαγής | Πανελλήνιο Σοσιαλιστικό Κίνημα | Πανελλήνιο Σοσιαλιστικό Κίνημα (ΠΑΣΟΚ),2019,-0.164,3.0,0.111,0.543
1651,GRC,Independent Greeks,,ANEL,AE | ANEL | Anexartitoi Ellines | Independent Greek | Independent Greeks | Independent Greeks -National Patriotic Alliance (ANEL) | Independent Hellenes | The Independent Greeks | Ανεξάρτητοι Έλληνες | Ανεξάρτητοι Έλληνες (ΑΕ),2012,1.259,4.0,0.927,0.958
1660,GRC,People’s Association / Golden Dawn,Greek: Λαϊκός Σύνδεσμος / Χρυσή Αυγή,LS/CA,CA | CHRYSI.AYGI | Chrysi Avgi | Chrysi Avgui | Chrysí Avgí | GD | GOLDEN DAWN | Golden Dawn | Golden Dawn (Xrusi Augi) | HA | LS - XA | LS-CA | LS/CA | Laikos Syndesmos / Chrysi Avgi | Laikos Syndesmos – Chrysi Avg | Laïkós Sýndesmos / Chrysí Avgí | Laïkós Sýndesmos—Chrysí Avgí | People's Association / Golden Dawn | Peoples Association -- Golden Dawn | People’s Association / Golden Dawn | Popular Association - Golden Dawn | Popular Association—Golden Dawn | XA | Λαϊκός Σύνδεσμος -Χρυσή Αυγή (ΛΣ-ΧΑ) | Λαϊκός Σύνδεσμος – Χρυσή Αυγή | ΧΑ | Χρυσή Αυγή,2015,1.857,5.0,0.999,0.97
3212,GRC,Movement of Democratic Socialists,,KIDISO,"KIDISO | Kinima Dimokraton Sosialiston | Movement of Democratic Socialists | Movement of Democratic Socialists (KIDISO) | Movementof Democratic Socialists | The Movment of Democratic Socialists | Κίνημα Δημοκρατών Σοσιαλιστών | Κίνημα Δημοκρατών Σοσιαλιστών, Kinima Dimokraton Sosialiston",2019,0.136,3.0,0.047,0.54
71,GTM,Unionist Party,,PU,Lib | PU | Partido Unionista | Unionist Party,2007,2.984,5.0,0.612,0.059
524,GTM,Patriotic Party,,PP,PP | Partido Patriota | Partido Populista | Patriot Party | Patriotic | Patriotic Party | Populist Party,2015,2.479,5.0,0.756,0.259
538,GTM,Grand National Alliance,,GANA,GANA | Gran Alianza Nacional | Grand National Alliance | Grow Party | NA,2007,1.041,4.0,0.382,0.17
706,GTM,National Change Union,,UCN,National Change Union | National Union for Change | UCN | Unión del Cambio Nacional,2019,1.259,4.0,0.83,0.273
941,GTM,Guatemalan Republican Front,,FRG,FRG | Frente Republicano Guatemalteca | Frente Republicano Guatemalteco | Frente Repúblicano Guatemalteco | Guatemalan Republican Front | Institutional Republican Party | NA | Partido Republicano Institucional,2007,1.474,4.0,0.546,0.534
1035,GTM,National Advancement Party,,PAN,NA | National Advancement Party | PAN | Partido de Avanzada Nacional,2003,1.64,4.0,0.427,0.124
1322,GTM,Guatemalan Christian Democracy,,DCG,Christian Democratic Party | DCG | Democracia Cristiana Guatemalteca | Democracía Cristiana Guatemalteca | Guatamalan Christian Democratic Party | Guatemala Christian Democratic Party | Guatemalan Christian Democracy | PDC | PDCG | Partido Demócrata Cristiano,1999,0.134,3.0,0.174,0.494
